"X1"	"X2"
33364	38664
33364	49245
38664	49245
31424	41132
31424	42438
41132	42438
32052	34410
32052	36311
34410	36311
33787	36276
33787	46988
36276	46988
32027	45728
35974	37940
35974	38069
35974	38943
35974	39213
35974	40462
35974	41028
37940	38069
37940	38943
37940	39213
37940	40462
37940	41028
38069	38943
38069	39213
38069	40462
38069	41028
38943	39213
38943	40462
38943	41028
39213	40462
39213	41028
40462	41028
33324	34826
33324	40790
33324	42941
34826	40790
34826	42941
40790	42941
35973	36402
35973	36972
35973	38116
36402	36972
36402	38116
36972	38116
36083	42779
36626	37870
37507	50625
37507	51434
50625	51434
41225	44172
