"X1"	"X2"
31952	40023
31772	35839
31772	39375
30837	33335
30837	34748
30837	41459
30837	41969
33335	34748
33335	41459
33335	41969
34748	41459
34748	41969
41459	41969
30837	40498
30837	31040
30837	33062
30837	33577
30837	34180
30837	34748
30837	36337
30837	36916
30837	40585
30837	41459
30837	41488
31040	33062
31040	33577
31040	34180
31040	34748
31040	36337
31040	36916
31040	40585
31040	41459
31040	41488
33062	33577
33062	34180
33062	34748
33062	36337
33062	36916
33062	40585
33062	41459
33062	41488
33577	34180
33577	34748
33577	36337
33577	36916
33577	40585
33577	41459
33577	41488
34180	34748
34180	36337
34180	36916
34180	40585
34180	41459
34180	41488
34748	36337
34748	36916
34748	40585
34748	41459
34748	41488
36337	36916
36337	40585
36337	41459
36337	41488
36916	40585
36916	41459
36916	41488
40585	41459
40585	41488
41459	41488
31040	37080
30838	31822
30838	34228
30838	37638
31822	34228
31822	37638
34228	37638
30999	34059
30999	36273
30999	42621
34059	36273
34059	42621
36273	42621
30882	31265
30882	34059
30882	37811
30882	38742
30882	40145
30882	42299
31265	34059
31265	37811
31265	38742
31265	40145
31265	42299
34059	37811
34059	38742
34059	40145
34059	42299
37811	38742
37811	40145
37811	42299
38742	40145
38742	42299
40145	42299
30849	33442
30849	41979
33442	41979
30866	33610
30866	39451
30866	39847
30866	39855
30866	40490
30866	41182
30866	41862
33610	39451
33610	39847
33610	39855
33610	40490
33610	41182
33610	41862
39451	39847
39451	39855
39451	40490
39451	41182
39451	41862
39847	39855
39847	40490
39847	41182
39847	41862
39855	40490
39855	41182
39855	41862
40490	41182
40490	41862
41182	41862
31362	36006
31362	38939
36006	38939
30872	31962
30872	45865
31962	45865
30882	38061
30882	38600
38061	38600
30882	36403
30882	42067
36403	42067
30882	34782
30882	35168
34782	35168
30882	34769
30882	36926
30882	45894
30882	51816
34769	36926
34769	45894
34769	51816
36926	45894
36926	51816
45894	51816
30882	41027
30882	42102
41027	42102
30882	35274
30882	38525
30882	39056
30882	41896
35274	38525
35274	39056
35274	41896
38525	39056
38525	41896
39056	41896
30882	32064
30882	34145
32064	34145
30882	31365
30882	32770
30882	32771
30882	38723
31365	32770
31365	32771
31365	38723
32770	32771
32770	38723
32771	38723
30882	31602
30882	39103
30882	39632
31602	39103
31602	39632
39103	39632
30882	36094
30882	36327
30882	42365
36094	36327
36094	42365
36327	42365
30882	34995
30882	36532
30882	37811
30882	38742
34995	36532
34995	37811
34995	38742
36532	37811
36532	38742
37811	38742
30882	31130
30882	31567
30882	33803
30882	36814
30882	39174
30882	40315
30882	41602
30882	42433
31130	31567
31130	33803
31130	36814
31130	39174
31130	40315
31130	41602
31130	42433
31567	33803
31567	36814
31567	39174
31567	40315
31567	41602
31567	42433
33803	36814
33803	39174
33803	40315
33803	41602
33803	42433
36814	39174
36814	40315
36814	41602
36814	42433
39174	40315
39174	41602
39174	42433
40315	41602
40315	42433
41602	42433
30882	31878
30882	37815
30882	38525
30882	40359
31878	37815
31878	38525
31878	40359
37815	38525
37815	40359
38525	40359
30882	32064
30882	40598
30882	42692
32064	40598
32064	42692
40598	42692
33420	35590
30882	32336
30882	40270
30882	40679
30882	42861
30882	42929
32336	40270
32336	40679
32336	42861
32336	42929
40270	40679
40270	42861
40270	42929
40679	42861
40679	42929
42861	42929
30882	37643
30882	41542
37643	41542
30882	36403
30882	40097
30882	40359
30882	40360
36403	40097
36403	40359
36403	40360
40097	40359
40097	40360
40359	40360
30882	36403
30882	39103
30882	42122
30882	42779
36403	39103
36403	42122
36403	42779
39103	42122
39103	42779
42122	42779
30882	32033
30882	40359
32033	40359
30882	31330
30882	32967
30882	32989
30882	34819
30882	38673
30882	39403
30882	40550
31330	32967
31330	32989
31330	34819
31330	38673
31330	39403
31330	40550
32967	32989
32967	34819
32967	38673
32967	39403
32967	40550
32989	34819
32989	38673
32989	39403
32989	40550
34819	38673
34819	39403
34819	40550
38673	39403
38673	40550
39403	40550
30882	32042
30882	34134
32042	34134
31365	32151
30882	32559
30882	34519
30882	40359
32559	34519
32559	40359
34519	40359
30882	36532
30882	32089
30882	32989
30882	33746
30882	39483
30882	40156
30882	41437
30882	42357
30882	42529
32089	32989
32089	33746
32089	39483
32089	40156
32089	41437
32089	42357
32089	42529
32989	33746
32989	39483
32989	40156
32989	41437
32989	42357
32989	42529
33746	39483
33746	40156
33746	41437
33746	42357
33746	42529
39483	40156
39483	41437
39483	42357
39483	42529
40156	41437
40156	42357
40156	42529
41437	42357
41437	42529
42357	42529
30882	36003
30882	39893
36003	39893
30882	34310
30882	35450
30882	37075
30882	37807
30882	42483
30882	42692
34310	35450
34310	37075
34310	37807
34310	42483
34310	42692
35450	37075
35450	37807
35450	42483
35450	42692
37075	37807
37075	42483
37075	42692
37807	42483
37807	42692
42483	42692
30882	33393
30882	36876
33393	36876
30882	33391
30882	40359
33391	40359
30882	33331
30882	34145
30882	41343
33331	34145
33331	41343
34145	41343
33910	39448
30882	37340
30882	38584
37340	38584
30882	42621
30882	32003
30882	33402
30882	34354
30882	34852
32003	33402
32003	34354
32003	34852
33402	34354
33402	34852
34354	34852
30999	35030
30999	35839
35030	35839
30887	36398
30887	39375
30887	39483
36398	39375
36398	39483
39375	39483
30890	31742
30890	32452
30890	34150
30890	36633
30890	36920
30890	37998
30890	38263
30890	38499
30890	39079
30890	39201
30890	39202
30890	39210
30890	40235
30890	42215
30890	42249
31742	32452
31742	34150
31742	36633
31742	36920
31742	37998
31742	38263
31742	38499
31742	39079
31742	39201
31742	39202
31742	39210
31742	40235
31742	42215
31742	42249
32452	34150
32452	36633
32452	36920
32452	37998
32452	38263
32452	38499
32452	39079
32452	39201
32452	39202
32452	39210
32452	40235
32452	42215
32452	42249
34150	36633
34150	36920
34150	37998
34150	38263
34150	38499
34150	39079
34150	39201
34150	39202
34150	39210
34150	40235
34150	42215
34150	42249
36633	36920
36633	37998
36633	38263
36633	38499
36633	39079
36633	39201
36633	39202
36633	39210
36633	40235
36633	42215
36633	42249
36920	37998
36920	38263
36920	38499
36920	39079
36920	39201
36920	39202
36920	39210
36920	40235
36920	42215
36920	42249
37998	38263
37998	38499
37998	39079
37998	39201
37998	39202
37998	39210
37998	40235
37998	42215
37998	42249
38263	38499
38263	39079
38263	39201
38263	39202
38263	39210
38263	40235
38263	42215
38263	42249
38499	39079
38499	39201
38499	39202
38499	39210
38499	40235
38499	42215
38499	42249
39079	39201
39079	39202
39079	39210
39079	40235
39079	42215
39079	42249
39201	39202
39201	39210
39201	40235
39201	42215
39201	42249
39202	39210
39202	40235
39202	42215
39202	42249
39210	40235
39210	42215
39210	42249
40235	42215
40235	42249
42215	42249
34123	34379
34123	34554
34123	40359
34379	34554
34379	40359
34554	40359
30901	34408
30901	37853
34408	37853
47755	49464
30999	37245
30999	41225
37245	41225
30910	42074
30999	31330
30999	31365
30999	31772
31330	31365
31330	31772
31365	31772
38286	42365
38286	42909
42365	42909
35102	36337
35102	38776
35102	41458
36337	38776
36337	41458
38776	41458
30940	34045
30940	35806
30940	36403
30940	38429
34045	35806
34045	36403
34045	38429
35806	36403
35806	38429
36403	38429
33411	42279
33411	45638
42279	45638
30947	34264
30947	38706
30947	42692
34264	38706
34264	42692
38706	42692
32842	37527
30947	31329
30947	32052
30947	36649
31329	32052
31329	36649
32052	36649
30955	35306
30955	35919
30955	35928
30955	36494
30955	38396
30955	39002
30955	40462
35306	35919
35306	35928
35306	36494
35306	38396
35306	39002
35306	40462
35919	35928
35919	36494
35919	38396
35919	39002
35919	40462
35928	36494
35928	38396
35928	39002
35928	40462
36494	38396
36494	39002
36494	40462
38396	39002
38396	40462
39002	40462
30968	31087
30968	33082
30968	35726
30968	41272
30968	42726
31087	33082
31087	35726
31087	41272
31087	42726
33082	35726
33082	41272
33082	42726
35726	41272
35726	42726
41272	42726
30968	35751
30968	40786
30968	42688
35751	40786
35751	42688
40786	42688
30968	32891
30968	39783
30968	39913
30968	42362
32891	39783
32891	39913
32891	42362
39783	39913
39783	42362
39913	42362
30969	34128
30969	34893
30969	35131
34128	34893
34128	35131
34893	35131
30971	31292
30971	32493
30971	33860
30971	34934
30971	36814
30971	38747
30971	38901
30971	42049
31292	32493
31292	33860
31292	34934
31292	36814
31292	38747
31292	38901
31292	42049
32493	33860
32493	34934
32493	36814
32493	38747
32493	38901
32493	42049
33860	34934
33860	36814
33860	38747
33860	38901
33860	42049
34934	36814
34934	38747
34934	38901
34934	42049
36814	38747
36814	38901
36814	42049
38747	38901
38747	42049
38901	42049
34626	36709
34626	38782
34626	42981
36709	38782
36709	42981
38782	42981
30972	31857
30972	33593
30972	40359
31857	33593
31857	40359
33593	40359
30973	31962
30973	32151
30973	34241
30973	35889
30973	36207
30973	36392
