"X1"	"X2"
30849	33442
30849	41979
33442	41979
30872	45865
30882	36003
30882	39893
36003	39893
35102	38776
30947	31329
30947	32052
30947	36649
31329	32052
31329	36649
32052	36649
30982	31837
30982	34409
30982	35635
30982	36906
30982	41805
30982	42792
31837	34409
31837	35635
31837	36906
31837	41805
31837	42792
34409	35635
34409	36906
34409	41805
34409	42792
35635	36906
35635	41805
35635	42792
36906	41805
36906	42792
41805	42792
30999	31922
30999	31986
30999	32504
30999	33223
30999	35902
30999	36654
30999	37667
30999	39596
30999	41028
30999	42296
31922	31986
31922	32504
31922	33223
31922	35902
31922	36654
31922	37667
31922	39596
31922	41028
31922	42296
31986	32504
31986	33223
31986	35902
31986	36654
31986	37667
31986	39596
31986	41028
31986	42296
32504	33223
32504	35902
32504	36654
32504	37667
32504	39596
32504	41028
32504	42296
33223	35902
33223	36654
33223	37667
33223	39596
33223	41028
33223	42296
35902	36654
35902	37667
35902	39596
35902	41028
35902	42296
36654	37667
36654	39596
36654	41028
36654	42296
37667	39596
37667	41028
37667	42296
39596	41028
39596	42296
41028	42296
30999	36972
30999	34944
30999	39814
34944	39814
31037	32553
31037	33382
31037	36392
31037	39833
31037	41476
31037	41931
32553	33382
32553	36392
32553	39833
32553	41476
32553	41931
33382	36392
33382	39833
33382	41476
33382	41931
36392	39833
36392	41476
36392	41931
39833	41476
39833	41931
41476	41931
31980	34026
31980	40790
34026	40790
35513	37507
35513	38414
37507	38414
31130	31914
31130	33698
31914	33698
31217	36403
31217	36975
31217	41367
36403	36975
36403	41367
36975	41367
31230	33556
31230	38447
31230	42358
33556	38447
33556	42358
38447	42358
31264	35673
31264	38961
35673	38961
31265	31788
31265	35634
31265	35673
31265	37963
31265	42471
31265	42715
31265	46488
31788	35634
31788	35673
31788	37963
31788	42471
31788	42715
31788	46488
35634	35673
35634	37963
35634	42471
35634	42715
35634	46488
35673	37963
35673	42471
35673	42715
35673	46488
37963	42471
37963	42715
37963	46488
42471	42715
42471	46488
42715	46488
31265	31954
31265	38601
31265	40145
31954	38601
31954	40145
38601	40145
31270	32021
31270	34156
31270	37652
31270	38395
31270	38498
31270	40107
31270	41776
31270	41833
32021	34156
32021	37652
32021	38395
32021	38498
32021	40107
32021	41776
32021	41833
34156	37652
34156	38395
34156	38498
34156	40107
34156	41776
34156	41833
37652	38395
37652	38498
37652	40107
37652	41776
37652	41833
38395	38498
38395	40107
38395	41776
38395	41833
38498	40107
38498	41776
38498	41833
40107	41776
40107	41833
41776	41833
38776	39100
31280	35161
31280	36621
31280	38591
31280	40313
35161	36621
35161	38591
35161	40313
36621	38591
36621	40313
38591	40313
31282	34010
31282	37980
31282	38798
31282	39940
31282	40291
31282	42085
34010	37980
34010	38798
34010	39940
34010	40291
34010	42085
37980	38798
37980	39940
37980	40291
37980	42085
38798	39940
38798	40291
38798	42085
39940	40291
39940	42085
40291	42085
36710	36775
36710	38675
36775	38675
31394	32151
31394	33382
31394	34063
31394	34971
31394	36158
31394	36398
31394	42224
31394	42376
31394	43015
32151	33382
32151	34063
32151	34971
32151	36158
32151	36398
32151	42224
32151	42376
32151	43015
33382	34063
33382	34971
33382	36158
33382	36398
33382	42224
33382	42376
33382	43015
34063	34971
34063	36158
34063	36398
34063	42224
34063	42376
34063	43015
34971	36158
34971	36398
34971	42224
34971	42376
34971	43015
36158	36398
36158	42224
36158	42376
36158	43015
36398	42224
36398	42376
36398	43015
42224	42376
42224	43015
42376	43015
31407	32151
31407	32836
31407	36398
31407	38088
31407	41271
31407	41606
32151	32836
32151	36398
32151	38088
32151	41271
32151	41606
32836	36398
32836	38088
32836	41271
32836	41606
36398	38088
