"X1"	"X2"
31040	37080
30838	31822
30838	34228
30838	37638
31822	34228
31822	37638
34228	37638
30849	33442
30849	41979
33442	41979
30872	31962
30872	45865
31962	45865
30882	38061
30882	38600
38061	38600
30882	36403
30882	42067
36403	42067
30882	34769
30882	36926
30882	45894
30882	51816
34769	36926
34769	45894
34769	51816
36926	45894
36926	51816
45894	51816
30882	31130
30882	31567
30882	33803
30882	36814
30882	39174
30882	40315
30882	41602
30882	42433
31130	31567
31130	33803
31130	36814
31130	39174
31130	40315
31130	41602
31130	42433
31567	33803
31567	36814
31567	39174
31567	40315
31567	41602
31567	42433
33803	36814
33803	39174
33803	40315
33803	41602
33803	42433
36814	39174
36814	40315
36814	41602
36814	42433
39174	40315
39174	41602
39174	42433
40315	41602
40315	42433
41602	42433
30882	32064
30882	40598
30882	42692
32064	40598
32064	42692
40598	42692
30882	32336
30882	40270
30882	40679
30882	42861
30882	42929
32336	40270
32336	40679
32336	42861
32336	42929
40270	40679
40270	42861
40270	42929
40679	42861
40679	42929
42861	42929
30882	36403
30882	40097
30882	40359
30882	40360
36403	40097
36403	40359
36403	40360
40097	40359
40097	40360
40359	40360
30882	32033
30882	40359
32033	40359
30882	31330
30882	32967
30882	32989
30882	34819
30882	38673
30882	39403
30882	40550
31330	32967
31330	32989
31330	34819
31330	38673
31330	39403
31330	40550
32967	32989
32967	34819
32967	38673
32967	39403
32967	40550
32989	34819
32989	38673
32989	39403
32989	40550
34819	38673
34819	39403
34819	40550
38673	39403
38673	40550
39403	40550
30882	34134
30882	40359
30882	32089
30882	32989
30882	33746
30882	39483
30882	40156
30882	41437
30882	42357
30882	42529
32089	32989
32089	33746
32089	39483
32089	40156
32089	41437
32089	42357
32089	42529
32989	33746
32989	39483
32989	40156
32989	41437
32989	42357
32989	42529
33746	39483
33746	40156
33746	41437
33746	42357
33746	42529
39483	40156
39483	41437
39483	42357
39483	42529
40156	41437
40156	42357
40156	42529
41437	42357
41437	42529
42357	42529
30882	36003
30882	39893
36003	39893
30882	33391
30882	40359
33391	40359
30882	33331
30882	34145
30882	41343
33331	34145
33331	41343
34145	41343
30882	37340
30882	38584
37340	38584
30882	42621
30887	36398
30887	39483
36398	39483
30890	36633
30890	37998
30890	38263
30890	39079
30890	39202
30890	39210
30890	42215
36633	37998
36633	38263
36633	39079
36633	39202
